strategy,seed,budget_step,best_external_utility
uniform_random,1,3,-1.2
uniform_random,1,4,-1.2
uniform_random,1,5,-1.2
uniform_random,1,6,-1.2
uniform_random,1,7,-1.2
uniform_random,1,8,-1.2
uniform_random,1,9,-1.2
uniform_random,1,10,-1.2
uniform_random,1,11,-1.2
uniform_random,1,12,-1.2
uniform_random,2,1,-2.0
uniform_random,2,2,-1.5
uniform_random,2,3,1.2799373643421719
uniform_random,2,4,1.2799373643421719
uniform_random,2,5,1.2799373643421719
uniform_random,2,6,1.7387755876279358
uniform_random,2,7,1.7387755876279358
uniform_random,2,8,1.7387755876279358
uniform_random,2,9,1.7387755876279358
uniform_random,2,10,1.7387755876279358
uniform_random,2,11,1.7387755876279358
uniform_random,2,12,1.7387755876279358
uniform_random,3,1,1.269776988792657
uniform_random,3,2,1.269776988792657
uniform_random,3,3,1.269776988792657
uniform_random,3,4,1.269776988792657
uniform_random,3,5,1.269776988792657
uniform_random,3,6,1.269776988792657
uniform_random,3,7,1.269776988792657
uniform_random,3,8,1.269776988792657
uniform_random,3,9,1.269776988792657
uniform_random,3,10,1.3314068963003907
uniform_random,3,11,1.3314068963003907
uniform_random,3,12,1.3314068963003907
uniform_random,4,1,-2.0
uniform_random,4,2,-1.5
uniform_random,4,3,-1.5
uniform_random,4,4,1.5128488679051608
uniform_random,4,5,1.5128488679051608
uniform_random,4,6,1.7079525292214455
uniform_random,4,7,1.7079525292214455
uniform_random,4,8,1.7079525292214455
uniform_random,4,9,1.7079525292214455
uniform_random,4,10,1.7079525292214455
uniform_random,4,11,1.7079525292214455
uniform_random,4,12,1.7079525292214455
uniform_random,5,1,-2.0
uniform_random,5,2,-1.2
uniform_random,5,3,-1.2
uniform_random,5,4,-1.2
uniform_random,5,5,-1.2
uniform_random,5,6,1.417743668971037
uniform_random,5,7,1.417743668971037
uniform_random,5,8,1.417743668971037
uniform_random,5,9,1.417743668971037
uniform_random,5,10,1.417743668971037
uniform_random,5,11,1.417743668971037
uniform_random,5,12,1.417743668971037
uniform_random,6,1,-2.0
uniform_random,6,2,-2.0
uniform_random,6,3,-1.5
uniform_random,6,4,-1.5
uniform_random,6,5,-1.2
uniform_random,6,6,-1.2
uniform_random,6,7,-1.2
uniform_random,6,8,-1.2
uniform_random,6,9,-1.2
uniform_random,6,10,-1.2
uniform_random,6,11,-1.2
uniform_random,6,12,-1.2
uniform_random,7,1,-2.0
uniform_random,7,2,-2.0
uniform_random,7,3,-2.0
uniform_random,7,4,-2.0
uniform_random,7,5,-1.5
uniform_random,7,6,1.4794180173877822
uniform_random,7,7,1.4794180173877822
uniform_random,7,8,1.4794180173877822
uniform_random,7,9,1.4794180173877822
uniform_random,7,10,1.4794180173877822
uniform_random,7,11,1.4794180173877822
uniform_random,7,12,1.4794180173877822
uniform_random,8,1,-2.0
uniform_random,8,2,1.5907584395213052
uniform_random,8,3,1.5907584395213052
uniform_random,8,4,1.5907584395213052
uniform_random,8,5,1.5907584395213052
uniform_random,8,6,1.5907584395213052
uniform_random,8,7,1.5907584395213052
uniform_random,8,8,1.5907584395213052
uniform_random,8,9,1.5907584395213052
uniform_random,8,10,1.5907584395213052
uniform_random,8,11,1.5907584395213052
uniform_random,8,12,1.5907584395213052
uniform_random,9,1,-2.0
uniform_random,9,2,-2.0
uniform_random,9,3,-2.0
uniform_random,9,4,-2.0
uniform_random,9,5,-2.0
uniform_random,9,6,-2.0
uniform_random,9,7,-2.0
uniform_random,9,8,-2.0
uniform_random,9,9,-2.0
uniform_random,9,10,-1.5
uniform_random,9,11,-1.5
uniform_random,9,12,-1.5
